smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R,,smiles,Temp,Eta,lnEta,lnA
Cc1cccc(Br)c1,373.15,342.8585823,308.0688707,288.0632396,273.15,0.5313,0.69695,1.0188,1.3488,1.7289,-3.841998925,1192.969413,,Fc1ccc(F)cc1,323.15,0.4565,-0.784166579,-3.992091701
Oc1cccc(Cl)c1,333.15,318.15,313.15,303.15,293.15,3.0211,5.057,5.5556,8.8496,16.6667,-12.985237,4627.190212,,Fc1ccc(F)cc1,315.15,0.5075,-0.678258568,-3.992091701
Cc1cccc(Cl)c1,432.15,398.15,368.05,313.15,283.15,0.2861,0.3606,0.4567,0.7893,1.1885,-3.969350631,1169.307403,,Fc1ccc(F)cc1,303.15,0.568,-0.56563386,-3.992091701
N#Cc1cccnc1,398.15,373.15,348.15,333.15,323.15,0.665,0.861,1.177,1.463,1.731,-4.670799627,1685.535603,,Fc1ccc(F)cc1,293.15,0.639,-0.447850825,-3.992091701
CCOc1cccc(N)c1,373.15,353.15,333.15,313.15,303.15,1.4981,2.2356,3.7979,7.9302,12.9232,-9.994694881,3797.858571,,COc1ccc(OC)cc1,484.15,0.2613,-1.342086106,-4.448501292
CCOc1cccc(C)c1,448.65,418.0365642,383.25,342.7642982,291.45,0.246,0.30435,0.4039,0.60955,1.271,-4.372617617,1329.005481,,COc1ccc(OC)cc1,458.2486744,0.3133,-1.160594081,-4.448501292
Nc1cccc(F)c1,333.15,323.15,313.15,303.15,298.15,1.25,1.48,1.75,2.2,2.475,-5.804272737,1998.640488,,COc1ccc(OC)cc1,432.65,0.3811,-0.964693471,-4.448501292
Cc1cccc(F)c1,333.15,323.15,313.15,303.15,293.15,0.3955,0.4537,0.481,0.534,0.608,-3.74226288,949.2616037,,COc1ccc(OC)cc1,385.1058324,0.58065,-0.543607113,-4.448501292
CCCCC(O)CC,418.25,397.2231345,365.503166,336.5648879,311.55,0.3026,0.40025,0.68,1.356,2.986,-7.913013549,2775.059569,,COc1ccc(OC)cc1,334.95,1.087,0.083421608,-4.448501292
COc1cccc(O)c1,518.35,487.7391093,442.6196511,382.8363547,329.2,0.3546,0.4623,0.73725,1.8265,7.587,-5.946942212,2510.192259,,CCCCCCCCC1CCCC2C(C)CCC(C)C12,372.05,2.184,0.781158058,-9.638467507
Cc1cccc(c1)C#N,413.15,373.15,333.15,313.15,293.15,0.399,0.564,0.873,1.16,1.653,-4.373288726,1419.151032,,CCCCCCCCC1CCCC2C(C)CCC(C)C12,333.15,4.881,1.585350117,-9.638467507
CC1CCCC(=O)C1,339.05,312.25,303.15,290.4549,288.1551,0.857,1.2261,1.512,1.8386,1.999,-4.846850213,1590.63649,,CCCCCCCCC1CCCC2C(C)CCC(C)C12,310.95,9.496,2.250870657,-9.638467507
CCC(C)CC,303.15,295.6288601,290.6284965,285.6281201,273.15,0.292,0.31495,0.33095,0.3478,0.394,-4.100438234,870.2061945,,CCCCCCCCC1CCCC2C(C)CCC(C)C12,293.15,19.03,2.946016681,-9.638467507
CCCCC(C)CCO,373.62,342.8585823,308.0688707,288.0632396,273.19,0.5235,0.8189,1.51245,2.38515,3.5613,-5.84379109,1933.237737,,CCCCCCCCC1CCCC2C(C)CCC(C)C12,273.15,55.23,4.011506284,-9.638467507
CC(C)C(C)O,379.95,365.8898292,340.885686,312.0767451,291.35,0.4364,0.5688,0.989,2.371,5.358,-9.039015198,3092.379191,,CC(C)CBr,361.08,0.323,-1.130102956,-4.001599204
CCCCC(C)C(C)O,373.15,342.8585823,308.0688707,288.0632396,273.2,0.4581,0.6983,1.2813,2.0687,3.0867,-6.166910533,1982.253253,,CC(C)CBr,341.4683486,0.3885,-0.945462109,-4.001599204
CN1CCOC1=O,338.15,323.0726365,308.15,293.0647194,278.15,1.3661,1.6743,2.0934,2.7361,3.6766,-4.140463681,1504.255782,,CC(C)CBr,317.4639768,0.49,-0.713349888,-4.001599204
CCCCC(C)(O)CC,373.54,342.8585823,308.0688707,288.0632396,273.23,0.5658,1.09265,3.24865,8.39435,19.7316,-10.22439954,3550.23551,,CC(C)CBr,292.9953345,0.64,-0.446287103,-4.001599204
CCCC(O)C(C)CC,373.12,342.8585823,308.0688707,288.0632396,273.2,0.4742,0.7511,1.4942,2.5811,4.1958,-6.699029462,2200.973291,,CC(C)CBr,273.49,0.82,-0.198450939,-4.001599204
CCC(C)CC(O)CC,373.2,342.8585823,308.0688707,288.0632396,273.19,0.4002,0.5815,0.98235,1.45605,2.0599,-5.375266411,1656.265319,,CCCBr,341,0.3328,-1.10021357,-3.756407341
CCC(C)CCC(C)O,373.5,342.8585823,308.0688707,288.0632396,273.2,0.5221,0.8673,1.7281,2.93405,4.6551,-6.7297352,2247.849338,,CCCBr,321.4525745,0.3938,-0.931912113,-3.756407341
CCC(C)CCCCO,373.22,342.8585823,308.0688707,288.0632396,273.32,0.8334,1.5557,3.79945,7.61895,13.7608,-7.841654551,2839.414168,,CCCBr,304.0870943,0.4589,-0.778922958,-3.756407341
Oc1cccc(c1)[N+]([O-])=O,398.15,382.1473832,376.1473415,370.1472984,363.15,2.017,2.714,3.0715,3.502,4.139,-6.846855331,2998.653135,,CCCBr,290.2240793,0.52995,-0.634972617,-3.756407341
Cc1cccc(c1)[N+]([O-])=O,353.15,333.15,313.15,303.15,293.15,0.9212,1.1818,1.5972,1.9066,2.3326,-4.827455472,1661.904618,,CCCBr,273.64,0.6414,-0.444101992,-3.756407341
CCC(O)CC,382.15,352.65,328.25,310.05,293.25,0.375,0.653,1.242,2.428,5.342,-9.781815337,3316.647143,,CCCCO,387.26,0.4259,-0.853550702,-6.843978411
CCC(=O)CC,371.97,340.3949099,315.482496,295.9758373,273.614,0.2279,0.29565,0.3781,0.4538,0.5914,-4.106972556,985.3393181,,CCCCO,320.6305083,1.4595,0.378093911,-6.843978411
Cc1ccc[n+]([O-])c1,398.15,373.15,348.15,323.15,318.15,1.264,1.785,2.794,5.133,5.975,-6.46481115,2620.805486,,CCCCO,308.150995,1.949,0.667316421,-6.843978411
Cc1ccc(Br)cc1,373.15,353.15,333.15,313.15,303.15,0.531,0.63,0.768,0.944,1.095,-3.818261092,1184.793002,,CCCCO,298.15199,2.5165,0.922869047,-6.843978411
Nc1ccc(Cl)cc1,503.15,469.6068828,435.25,390.634001,365.1542,0.342,0.43205,0.5682,0.8245,1.187,-4.178006639,1569.332782,,CCCCO,263.15,7.4,2.00148,-6.843978411
Oc1ccc(Cl)cc1,491.15,466.5823646,441.1197586,404.4153956,371.85,0.3868,0.479,0.6108,0.9258,1.5,-5.061995278,2016.148419,,CC(C)CCl,338.45,0.2877,-1.245837008,-4.208918187
Cc1ccc(Cl)cc1,434.85,403.1392299,360.3981209,320.188177,293.15,0.2587,0.31425,0.4366,0.6398,0.8925,-3.933440391,1118.48209,,CC(C)CCl,324.3555003,0.3278,-1.115351613,-4.208918187
N#Cc1ccncc1,398.15,383.15,373.15,363.15,353.15,0.598,0.694,0.77,0.86,0.977,-4.404117431,1546.814281,,CC(C)CCl,306.4896154,0.3935,-0.932674211,-4.208918187
CCOc1ccc(C)cc1,449.15,408.15,378.15,338.15,289.9,0.2446,0.3323,0.4355,0.619,1.359,-4.406450016,1348.751715,,CC(C)CCl,288.4306306,0.4826,-0.728567126,-4.208918187
Nc1ccc(F)cc1,333.15,323.15,313.15,303.15,293.15,1.34,1.58,1.925,2.37,3.025,-5.903486413,2054.797079,,CC(C)CCl,273.15,0.5816,-0.541972353,-4.208918187
CCOc1ccc(F)cc1,333.15,323.15,313.15,303.15,293.3,0.715,0.82,0.95,1.113,1.34,-5.043326723,1564.6406,,CC(F)(F)Cl,333,0.246,-1.402423743,-3.33776256
CCCC(O)CCC,419.45,390.5341374,359.6809296,329.9057491,291.15,0.2828,0.41135,0.7015,1.4275,5.745,-8.146769357,2831.672237,,CC(F)(F)Cl,313,0.278,-1.280134165,-3.33776256
Oc1ccc(C=O)cc1,433.15,423.15,422.85,413.25,403.65,2.619,3.08,3.097,3.68,4.55,-6.954579901,3418.796604,,CC(F)(F)Cl,293,0.321,-1.136314156,-3.33776256
COc1ccc(O)cc1,517.15,487.9093801,450.8900377,394.6592745,345.45,0.3733,0.4775,0.68745,1.5545,4.58,-5.857099822,2485.894692,,CC(F)(F)Cl,273,0.377,-0.975510092,-3.33776256
Cc1ccc(N)cc1,473.15,445.8381868,408.7542,362.7217562,313.0563,0.289,0.3628,0.518,1.348,4.79,-6.890773776,2619.612713,,CC(F)(F)Cl,253,0.454,-0.789658081,-3.33776256
Cc1ccc(cc1)C#N,413.15,382.8890056,342.8585823,318.0714207,303.15,0.415,0.5395,0.819,1.135,1.437,-4.281395558,1401.670743,,CCCCl,317.83,0.2784,-1.278696351,-3.984030569
CC1CCC(=O)CC1,363.15,325.0986105,307.6327186,296.6666985,288.1551,0.6882,1.05125,1.34535,1.6476,1.916,-4.353092969,1437.175767,,CCCCl,306.0095772,0.3108,-1.16860566,-3.984030569
CC(C)CC(C)=O,333.15,315.6301996,305.6305174,298.15,293.1547,0.365,0.44015,0.4955,0.54465,0.5878,-4.456636869,1148.143372,,CCCCl,296.3634887,0.34195,-1.073090751,-3.984030569
CCCC(C)C(O)CC,373.15,342.8585823,308.0688707,288.0632396,273.18,0.3745,0.5367,0.9065,1.34685,1.8985,-5.413318465,1643.816575,,CCCCl,285.4865519,0.3807,-0.965743616,-3.984030569
Oc1ccc(cc1)[N+]([O-])=O,496.3,417.8460098,399.1474947,386.6493534,379.1553,0.811,2.2405,3.049,3.858,4.633,-5.72026396,2734.100495,,CCCCl,273.64,0.4327,-0.837710632,-3.984030569
Cc1ccc(cc1)[N+]([O-])=O,510.65,455.6929292,423.15,382.8890056,333.1539,0.2838,0.38645,0.482,0.6837,1.1986,-3.944792639,1364.030923,,[O-][N+](=O)c1ccccc1F,333.15,1.346,0.297137231,-4.656538028
CCCCCCC1CCCC2CCC(CCCC)CC12,372.05,333.15,310.95,293.15,273.15,2.283,5.491,11.24,24.03,74.55,-10.36235166,4000.682045,,[O-][N+](=O)c1ccccc1F,323.15,1.585,0.460584407,-4.656538028
CC=O,294.75,290.8274176,284.0238654,278.0241885,273.1665,0.2213,0.22815,0.2428,0.2569,0.2711,-3.99591905,733.0429276,,[O-][N+](=O)c1ccccc1F,313.15,1.835,0.607044482,-4.656538028
CC(N)=O,495.95,473.3553849,433.6898076,394.6492973,364.25,0.3857,0.475,0.7222,1.2585,2.182,-5.741683074,2359.577411,,[O-][N+](=O)c1ccccc1F,303.15,2.19,0.783901544,-4.656538028
CC(=O)OC(C)=O,406.54,357.57,313.15,297.25,273.1526,0.289,0.434,0.691,0.852,1.2448,-4.195258357,1200.272959,,[O-][N+](=O)c1ccccc1F,298.15,2.427,0.886655927,-4.656538028
CC(C)=O,327.01,313.19,296.16,283.15,253.15,0.2377,0.2675,0.3131,0.3562,0.505,-4.053719144,855.1964729,,[O-][N+](=O)c1ccc(F)cc1,338.15,1.248,0.22154227,-4.958013107
CC(=O)c1ccccc1,474.45,424.6527359,372.1515,323.3377928,298.157,0.29,0.40905,0.6349,1.1775,1.681,-4.1693518,1384.094644,,[O-][N+](=O)c1ccc(F)cc1,333.6,1.332,0.286681572,-4.958013107
CC(Cl)=O,328.25,319.072728,314.0866205,308.6636459,294.25,0.282,0.30435,0.3177,0.3342,0.382,-3.905130008,866.3484076,,[O-][N+](=O)c1ccc(F)cc1,323.15,1.56,0.444685821,-4.958013107
OCC=C,368.39,345.9393315,323.3336864,303.399794,280.564,0.379,0.5245,0.7595,1.0858,1.81,-5.961476148,1838.454821,,[O-][N+](=O)c1ccc(F)cc1,313.2,1.84,0.609765572,-4.958013107
BrCC=C,341.82,324.3205038,307.1468725,288.4996337,273.45,0.3193,0.3696,0.43235,0.5209,0.6168,-3.763631174,897.7569904,,[O-][N+](=O)c1ccc(F)cc1,303.25,2.245,0.808705521,-4.958013107
ClCC=C,315.25,307.6341379,298.15,288.9789236,273.684,0.2681,0.28725,0.313,0.34415,0.4035,-3.994646624,845.2708199,,CCCCCF,333.15,0.2525,-1.37634403,-4.150996123
C=CCOCC=C,353.15,328.0738153,313.15,300.6292117,293.15,0.234,0.3,0.35,0.4045,0.441,-4.56792823,1101.851548,,CCCCCF,323.15,0.2775,-1.281934346,-4.150996123
ICC=C,371.6,349.2912787,322.726635,294.5208113,273.48,0.358,0.4265,0.5375,0.7165,0.926,-3.655894228,978.602961,,CCCCCF,313.15,0.3035,-1.192373668,-4.150996123
CCCCCN,353.15,335.4824147,313.0701661,293.0647194,278.15,0.333,0.415,0.5785,0.7705,0.915,-4.954569952,1368.228774,,CCCCCF,303.15,0.335,-1.093624747,-4.150996123
CCCCCOC(=O)CCC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.4465,0.6162,0.96195,1.36255,1.7749,-4.632267232,1417.479345,,CCCCCF,293.15,0.372,-0.988861425,-4.150996123
Nc1ccccc1,456.35,375.4428391,313.074982,303.15089,288.15,0.36,0.849,2.462,3.298,5.299,-5.596304985,2058.393619,,CCCCCCCO,313.15,3.5786,1.274971662,-8.682921159
COc1ccccc1,425.35,394.2844764,363.6112874,312.8388313,287.7042,0.2735,0.3523,0.4736,0.88845,1.242,-4.478866501,1354.162334,,CCCCCCCO,305.630553,4.48015,1.499656528,-8.682921159
c1ccccc1,352.79,334.46,315.87,297.27,278.67,0.32208,0.38865,0.47988,0.61043,0.81303,-4.586504417,1217.588985,,CCCCCCCO,303.15,4.995,1.608437412,-8.682921159
N#Cc1ccccc1,463.65,383.2571773,338.0760683,295.6288601,273.15,0.285,0.48815,0.73365,1.30565,1.957,-3.978125394,1253.766402,,CCCCCCCO,298.15099,5.9395,1.781624955,-8.682921159
OCc1ccccc1,478.15,451.85,400.75,341.05,288.1583,0.334,0.4207,0.7223,1.845,7.76,-5.672555611,2157.849327,,CCCCCCCO,293.15196,7.056,1.953878319,-8.682921159
NCc1ccccc1,457.15,436.1408653,397.5739281,343.6650458,294.35,0.283,0.33,0.45985,0.813,1.78,-4.431664001,1449.824621,,CCCCCC=C,368.15,0.2,-1.609437912,-3.910056334
O=C(OCc1ccccc1)c2ccccc2,373.15,342.8585823,305.470532,298.1542999,278.1585,1.655,2.752,6.7675,8.48405,19.28,-6.574863277,2609.49721,,CCCCCC=C,335.6313794,0.245,-1.406497068,-3.910056334
N#CCc1ccccc1,504.15,413.45,373.15,323.15,291.3565,0.276,0.5083,0.712,1.293,2.325,-4.154842446,1434.228523,,CCCCCC=C,315.6301996,0.285,-1.255266099,-3.910056334
C(OCc1ccccc1)c2ccccc2,373.15,342.8585823,308.0688707,288.0632396,273.15,1.2003,1.86655,3.63395,6.29245,10.53,-5.709683552,2174.782169,,CCCCCC=C,295.6288601,0.345,-1.064210862,-3.910056334
c1ccc(cc1)c2ccccc2,498.15,473.15,448.15,410.2695057,373.15,0.31,0.375,0.46,0.64,0.95,-4.063760014,1472.770407,,CCCCCC=C,273.15,0.44,-0.820980552,-3.910056334
ClB(Cl)Cl,283.15,275.6273263,268.15,260.6260215,253.15,0.3236,0.3377,0.3548,0.3767,0.4024,-3.049258945,541.3750407,,CCCCCCS,373.15,0.3583,-1.026384655,-4.115541078
[Br],329.56,316.6881601,301.7225107,286.4265452,273.71,0.706,0.7905,0.911,1.0695,1.245,-3.108134753,909.6425715,,CCCCCCS,342.8585823,0.4706,-0.753746803,-4.115541078
Brc1ccccc1,415.65,353.85,306.25,291.35,273.05,0.385,0.6,0.972,1.173,1.506,-3.571989018,1085.007321,,CCCCCCS,308.0688707,0.68105,-0.384119554,-4.115541078
CCCC,272.31,267.2945016,261.4244904,255.5544787,250.06,0.2041,0.21457,0.22775,0.242065,0.25666,-3.914623728,637.120067,,CCCCCCS,288.0632396,0.88605,-0.120981897,-4.115541078
CCCC(O)=O,428.91,395.7575395,352.9818241,311.1812894,276.36,0.327,0.439,0.6775,1.156,2.128,-4.421636709,1421.346304,,CCCCCCS,273.15,1.1155,0.109302735,-4.115541078
CCCCOC(C)=O,373.15,333.15,308.1599,293.15,273.1574,0.3044,0.4476,0.6042,0.7322,1.0035,-4.45034804,1214.708105,,CCCCC#C,333.15,0.242,-1.418817553,-4.539013771
CCCCN,350.85,328.947652,313.15,300.6301804,278.15,0.288,0.3836,0.448,0.5455,0.769,-4.632692312,1211.072308,,CCCCC#C,323.15,0.268,-1.316768298,-4.539013771
CCCCc1ccccc1,353.15,338.0760683,318.0714207,298.0661496,283.15,0.492,0.576,0.724,0.95005,1.204,-4.322080082,1273.462297,,CCCCC#C,313.15,0.298,-1.210661792,-4.539013771
CCCCOC(=O)CCC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.3949,0.53615,0.81585,1.10425,1.4409,-4.49809779,1324.737267,,CCCCC#C,303.15,0.333,-1.099612789,-4.539013771
CCCCCCCCCCCCCC(=O)OCCCC,373.15,342.8585823,308.0688707,288.0632396,273.15,1.2778,2.12495,4.6916,8.98555,16.6113,-7.188539825,2705.494977,,CCCCC#C,293.15,0.373,-0.986176859,-4.539013771
CCCCOCCCC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.2931,0.3894,0.57145,0.7476,0.9425,-4.409612429,1186.33557,,CC(C)CI,389.22,0.349,-1.052683357,-3.821264908
CCCCOC=O,373.15,342.8585823,308.0688707,288.0632396,273.15,0.2882,0.3843,0.56615,0.7442,0.9398,-4.470745527,1202.562897,,CC(C)CI,365.4020827,0.4225,-0.861565832,-3.821264908
CCCCOc1ccccc1,482.45,445.65,413.55,383.15,296.1,0.227,0.2985,0.3916,0.5094,1.786,-4.537850622,1482.753995,,CC(C)CI,332.9478666,0.5645,-0.571814895,-3.821264908
CCCCOC(=O)CC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.3435,0.46125,0.6828,0.90505,1.155,-4.367226904,1229.191424,,CC(C)CI,301.1821637,0.79155,-0.23376223,-3.821264908
CCCCOC(=O)CCCC,373.15,342.8585823,308.0688707,288.0632396,273.15,0.4556,0.6271,0.97655,1.3474,1.7899,-4.511185729,1385.473672,,CC(C)CI,273.6,1.154,0.143234168,-3.821264908
CCCC=O,348.05,339.3215732,328.6556392,317.7848616,291.5,0.264,0.28425,0.3128,0.347,0.4575,-4.203545636,999.2442205,,CCCI,372.04,0.362,-1.016111067,-3.636417976
CCCC(N)=O,489.15,470.6789242,449.55,422.3609974,394.15,0.3858,0.4804,0.6266,0.9318,1.455,-6.459420924,2693.510051,,CCCI,343.0120188,0.4565,-0.784166579,-3.636417976
CCCC(=O)OC(=O)CCC,413.15,373.15,333.15,313.15,293.15,0.376,0.553,0.861,1.14,1.571,-4.444593495,1433.656439,,CCCI,315.6073296,0.5845,-0.536998498,-3.636417976
CCCC#N,391.15,368.764979,343.05,308.3589318,288.1527,0.234,0.2784,0.3467,0.4914,0.624,-4.187245919,1071.887664,,CCCI,297.6627644,0.7015,-0.354534379,-3.636417976
CCCC(Cl)=O,373.45,363.4325928,348.75,325.2339813,293.75,0.275,0.2961,0.3322,0.41155,0.5735,-3.986405306,1006.294938,,CCCI,273.454,0.934,-0.068278841,-3.636417976
CC1(C)C2CCC1(C)C(=O)C2,493.35,479.4765954,468.05,460.6858856,453.15,0.372,0.4265,0.524,0.5755,0.646,-7.520928024,3209.814874,,CCCOC,308.3,0.2187,-1.520054351,-4.161271749
S=C=S,319.11,303.45,293.09,282.6,273.154,0.306,0.342,0.367,0.397,0.436,-3.226896748,652.1953765,,CCCOC,300.7433107,0.23425,-1.451366358,-4.161271749
ClC(Cl)(Cl)Cl,453.15,383.15,336.02,308.36,273.754,0.201,0.352,0.5659,0.7855,1.3322,-4.415680141,1287.917653,,CCCOC,290.7641041,0.25715,-1.358095707,-4.161271749
Clc1ccccc1,313.15,303.15178,298.15,293.15,288.15,0.639,0.714,0.8131,0.8522,0.9132,-4.81997846,1365.722902,,CCCOC,280.9297211,0.2834,-1.260895952,-4.161271749
FCCl,314.55,299.75,284.16,270.66,255.39,0.2167,0.2431,0.2768,0.3127,0.3662,-3.832546065,723.5677572,,CCCOC,273.45,0.3064,-1.182863841,-4.161271749
ClC(Cl)Cl,353.2,312.5680402,301.101247,288.6097985,252.55,0.3397,0.4676,0.5327,0.59495,0.9278,-3.647196137,903.901996,,CCCCCCCCCS,393.15,0.4872,-0.719080563,-4.488184962
Cl\C=C/Cl,298.15,285.6281201,275.6273263,265.6264728,253.15,0.444,0.503,0.5615,0.628,0.738,-3.656076699,847.9506416,,CCCCCCCCCS,353.15,0.7188,-0.330172124,-4.488184962
C1CC[C@@H]2CCCC[C@@H]2C1,453.15,398.0872096,348.0781919,298.0661496,253.15,0.439,0.718,1.2755,3.052,10.677,-4.804917956,1771.907725,,CCCCCCCCCS,313.15,1.2013,0.183404304,-4.488184962
CC(C)c1ccccc1,313.15,303.15,293.15,283.15,273.15,0.611,0.691,0.788,0.915,1.075,-4.4089881,1223.750836,,CCCCCCCCCS,293.15,1.6814,0.51962678,-4.488184962
C1CCCCC1,353.43,335.5296349,316.97,298.4195895,279.86,0.41347,0.51452,0.66261,0.88716,1.2522,-5.074708218,1479.555775,,CCCCCCCCCS,272.75,2.578,0.947013905,-4.488184962
OC1CCCCC1,431.65,416.4606182,397.85,367.791995,312.2549,0.589,0.8035,1.152,2.268,20.32,-9.660676846,3904.713924,,CCCCCCCCCO,328.15,3.476,1.245882207,-8.0405448
O=C1CCCCC1,426.65,392.2364991,334.9254273,296.6666985,288.1511,0.391,0.547,1.092,2.0515,2.518,-4.730448417,1616.133099,,CCCCCCCCCO,318.15,5.707,1.741693492,-8.0405448
C1CCC=CC1,356.85,338.4912501,313.9479615,292.4993089,273.1517,0.335,0.4026,0.5415,0.67465,0.883,-4.232181293,1125.234317,,CCCCCCCCCO,308.15,6.741,1.908208282,-8.0405448
NC1CCCCC1,405.65,392.8068402,364.8342577,327.7004191,288.25,0.4,0.4561,0.633,1.10025,2.472,-5.463190902,1828.797452,,CCCCCCCCCO,298.15,9.715,2.273671083,-8.0405448
BrC1CCCCC1,435.15,417.5961051,394.15,370.4839156,289.35,0.424,0.488,0.5975,0.76095,2.6,-4.170672677,1440.835421,,CCCCCCCCCO,288.1521,13.146,2.57611753,-8.0405448
C1CCCC1,313.15,303.15,293.15,285.6286605,273.1517,0.354,0.3905,0.439,0.4755,0.555,-4.101369804,959.9405994,,CCCCCCCCS,373.15,0.5033,-0.686568865,-4.445716566
CCCCCCCCCC,446.75,394.8846809,344.18,297.0795638,250.69,0.2032,0.30153,0.4815,0.862525,2.0354,-4.492323903,1296.249257,,CCCCCCCCS,342.8585823,0.6949,-0.363987329,-4.445716566
CCCCCCCCC=C,413.15,373.15,333.15,313.15,293.15,0.243,0.338,0.504,0.636,0.828,-4.401603527,1236.099979,,CCCCCCCCS,308.0688707,1.077,0.074179398,-4.445716566
O([2H])[2H],374.19,350.4944093,325.8343646,301.1743126,276.97,0.3252,0.4305,0.621785,1.0177,2.0864,-6.279160799,1905.348823,,CCCCCCCCS,288.0632396,1.4861,0.396155239,-4.445716566
CCCCNCCCC,432.15,398.15,373.15,318.15,278.1531,0.2124,0.281,0.354,0.676,1.279,-4.881891052,1430.08209,,CCCCCCCCS,273.15,1.9724,0.679251075,-4.445716566
CCCCOC(=O)OCCCC,433.15,382.8890056,342.8585823,318.0714207,293.15,0.41,0.679,0.92,1.229,1.92,-3.867452078,1306.470587,,CCCCCO,402.95,0.408,-0.896488105,-6.812258485
OC(=O)C(Cl)Cl,462.65,442.9243428,403.0445512,366.7066998,292.45,0.5034,0.6136,0.968,1.5425,5.48,-4.799099329,1907.274411,,CCCCCO,383.1151734,0.555,-0.588787165,-6.812258485
FC(Cl)Cl,346.71,309,291.18,273,250.74,0.2,0.247,0.2978,0.362,0.5066,-3.958054782,803.4089577,,CCCCCO,356.25,0.877,-0.131248287,-6.812258485
ClCCl,373.98,311.9297886,299.7465968,285.8670765,265.81,0.2366,0.3663,0.409,0.4671,0.5793,-3.699646571,840.5456907,,CCCCCO,334.901783,1.3825,0.323893454,-6.812258485
CCOC(=O)OCC,393.15,342.8585823,318.15,305.6295518,293.1526,0.334,0.47,0.578,0.6825,0.813,-3.499265008,947.6366226,,CCCCCO,314.45,2.21,0.792992516,-6.812258485
CCNCC,329.1,320.3255268,311.9453839,298.0661496,283.15,0.225,0.245,0.2706,0.3185,0.3878,-4.858053866,1107.203452,,CCCC=C,273.15,0.24,-1.427116356,-4.00313831
OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,320.6305083,308.0688707,295.6288601,283.15,2.7473,3.66395,5.04055,7.38795,11.9048,-7.192246121,2722.248464,,CCCC=C,268.15,0.25,-1.386294361,-4.00313831
OC(=O)C(F)F,333.15,323.15,315.15,303.15,293.15,1.296,1.55,1.904,2.332,2.9828,-5.807203308,2024.690711,,CCCC=C,263.15,0.27,-1.30933332,-4.00313831
CCCCCCCNCCCCCCC,423.15,373.15,338.15,318.15,298.15,0.498,0.883,1.399,1.995,3.106,-5.00719873,1817.167081,,CCCC=C,258.15,0.28,-1.272965676,-4.00313831
CC(C)CNCC(C)C,398.15,353.15,318.15,298.15,278.15,0.245,0.365,0.542,0.726,1.009,-4.697726695,1305.415845,,CCCC=C,253.15,0.3,-1.203972804,-4.00313831
CC(C)CCNCCC(C)C,423.15,362.8746317,328.15,303.0675326,278.15,0.287,0.507,0.789,1.189,1.953,-4.923972349,1543.400743,,CCCO,368.74,0.477,-0.740238788,-6.704230988
CC(C)NC(C)C,353.15,333.15,313.15,293.15,283.15,0.227,0.273,0.333,0.415,0.473,-4.410969607,1036.975207,,CCCO,318.15,1.223,0.201306857,-6.704230988
COC(=O)OC,373.15,328.0738153,315.6301996,305.6295518,293.1526,0.323,0.4135,0.4795,0.5345,0.625,-3.661414124,926.1123295,,CCCO,303.98,1.722,0.543486406,-6.704230988
CCCCCNCCCCC,423.15,360.2167545,328.15,303.0675326,278.15,0.31,0.5675,0.855,1.3135,2.256,-4.934247558,1576.606765,,CCCO,296.01,2.101,0.742413422,-6.704230988
N(c1ccccc1)c2ccccc2,403.15,354.15,334.15,313.15,303.15,1.04,2.5252,4.1701,8.5179,13.5682,-9.215953012,3577.591946,,CCCO,253.15,7.16,1.968509981,-6.704230988
C(c1ccccc1)c2ccccc2,533.65,464.45,434.65,403.05,332.75,0.259,0.4025,0.5072,0.6805,1.564,-4.335274775,1590.685312,,OCC(F)F,333.15,1.042,0.041141943,-6.791007754
CCCNCCC,382.05,352.8998229,319.1815456,298.1211907,278.1531,0.2116,0.2762,0.39385,0.5075,0.693,-4.555285258,1152.110844,,OCC(F)F,323.15,1.275,0.242946179,-6.791007754
CCCCCCCCCCCC,488.89,432.7046921,376.34,319.9645836,263.6,0.19541,0.30062,0.49247,0.95853,2.8966,-4.635461769,1478.706838,,OCC(F)F,315.15,1.58,0.457424847,-6.791007754
CCCCCCCCCCCCCCCCCCCC,493.15,433.15,373.15,343.15,313.15,0.432,0.717,1.188,2.22,4.072,-4.535251155,1808.434389,,OCC(F)F,303.15,2.03,0.708035793,-6.791007754
CCO,348.15,323.15,303.15,288.15,253.15,0.47,0.701,0.996,1.28,2.76,-5.466676365,1648.087771,,OCC(F)F,293.15,2.65,0.97455964,-6.791007754
CCOCC,305.19,299.1010642,290.24,285.9111071,273.154,0.2096,0.22195,0.2389,0.25145,0.279,-4.170413078,795.989126,,CCC(C)(C)C,303.15,0.33,-1.108662625,-4.357728598
CCOc1ccccc1,445.15,422.45,390.15,350.75,291.15,0.248,0.297,0.3899,0.5738,1.356,-4.592057262,1422.386803,,CCC(C)(C)C,298.15,0.351,-1.046969056,-4.357728598
