original_smiles,augmented_smiles
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,CCN1C(=O)Cc2ccccc2C1=O
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)CNC(=O)c3ccccc3)C(C)=C1C2(C)C,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(C)O)C(C)=C1C2(C)C
CC(O)COc1ccccc1,CCOc1ccccc1
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(C)cc1,cc(c)C(CS(=O)(=O)c1ccc(C)cc1)C(=O)CC
Cc1ccc(Cl)c(C)c1,Cc1ccccc1
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,C=C1CCC2C3CC(C)C(O)(C(N)=O)C3(C)CC(O)C2(F)C1(C)C
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccccc1,CCNC(=O)C1(O)C(C)CC2C3CCC4=CCC=CC4(C)C3(F)C(O)CC21C
Cc1cccc(OCCO)c1,ccc(cc)OCCO
CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,ccc1c(c)C(=O)C(=O)N(CC)C1=O
COCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,COCCCNC(=O)C(F)(F)Cn(n)cn
CSCCC(NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(NC)C(=O)NC(Cc1ccccc1)C(N)=O
Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1,cc(c)Sc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,cc1c(cC)C(=O)C(=O)N(CC)C1=O
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,ccc(c)S(=O)(=O)CC(C(=O)CC)c1ccccc1
CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCNC(=O)C1(O)C(C)CC2C3CCCC(C)C3(F)C(O)CC21C
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)CN
CCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,cc(c)C(OC(C)=O)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12
Cc1cc(C)cc(Cl)c1,ccc(C)ccC
CN(C)N=Nc1cccc(C(N)=O)c1,N=Nc1cccc(C(N)=O)c1
CSCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,Nc1ncn(CC(F)(F)C(=O)NCCS)n1
CCC(C)C(NC(=O)C(CCCN)NC(C)=O)C(=O)NC(C(N)=O)C(C)C,CCCC(NC(C)=O)C(=O)NC(C(=O)NC(C)C)C(C)CC
CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C=O
CCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCCNC(=O)C1(O)C(C)CC2C(CC)C(F)(C(C)C)C(O)CC21C
COC(=O)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O
Cc1[nH]c2cccc3c2c1CC1NCC(C(=O)NC2(C(C)C)OC4(O)C5CCCN5C(=O)C(C(C)C)N4C2=O)C=C31,cc(c)C1=CC(C(=O)NC2(C(C)C)OC3(O)C4CCCN4C(=O)C(C(C)C)N3C2=O)CNC1C
O=C(NCCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,CCNC(=O)C(F)(F)Cn1cnc(N=O)n1
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,ccc(cc)CC(NC(=O)C(C)NC)C(=O)NC(CCCNC(=N)N)C(N)=O
O=[N+]([O-])c1ncn(CC(F)(F)CO)n1,OCC(F)(F)Cn1cncn1
CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,ccc(c)C1=NCCN(C)c2ccc(N(=O)O)cc21
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCCCNC(=O)C1(O)C(C)CC2C(CC)C(F)(C(C)C)C(O)CC21C
CCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,cc(c)C(OCC)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12
CC(=O)OCC(O)Cn1ccnc1[N+](=O)[O-],CC(=O)OCC(O)Cn1ccnc1
CSCCC(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,CSCCC(NC(C)=O)C(=O)NC(C)CN
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(C)O)C(C)=C1C2(C)C,COC1C=C2C(O)C(=O)C3(C)C(O)CC4OCC4(OC(C)=O)C3C(OC(=O)c3ccccc3)C(O)(C1)C2(C)C
Oc1ccc(O)c2ncccc12,ccc1cc(O)ccc1O
OCCOc1ccc(Cl)cc1,COc1ccc(Cl)cc1
CC(O)COc1ccc(Cl)cc1,ccc(cc)OCC(C)O
O=Cc1ccc(O)c2ncccc12,cc1c(C=O)ccc(O)c1n
CCOC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,O=C1NC(=O)c2cccc(C(=O)O)c2C1=O
CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,cc(c)C(OC)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12
OCc1ccc(O)c2ncccc12,cnc1c(O)ccc(C)c1c
COCC(Cn1ccnc1[N+](=O)[O-])OC,CC(O)Cn1ccnc1N(=O)O
COCCCNC(=S)C(F)(F)Cn1cnc([N+](=O)[O-])n1,CCCNC(=S)C(F)(F)Cn1cnc(N)n1
COCC(F)Cn1cnc([N+](=O)[O-])n1,COCC(F)Cn1cncn1
OCC1CCC(n2cnc3cncnc32)O1,CCC(O)n1cnc2cncnc21
O=[N+]([O-])c1cnc(C=Cc2ccccc2)n1CCO,CCn1c(N)cnc1C=Cc1ccccc1
CCN1C(=O)C(=O)c2c(cccc2[N+](=O)[O-])C1=O,cc(N)c1c(c)C(=O)N(CC)C(=O)C1=O
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,CCC(NC)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O
CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,O=C(NC1C(=O)N2CCSC12)c1c(-c2c(F)cccc2Cl)noc1CO
CCOc1ccc(C2(C(=O)OC)CC2(Cl)Cl)cc1,COc1ccc(C2(C(=O)O)CC2Cl)cc1
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,ccc(cc)CC(NC(=O)C(CCCCN)NC(C)=O)C(=O)NC(C)C
CCN(CC)S(=O)(=O)N(CC)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,ccc1c2cncc2CC2C1=CC(N(CC)S(N)(=O)=O)CN2C
Nc1ncnc2c1ncn2C1OC(CO)CC1O,Nc1ncnc2c1ncn2C1CCCO1
Nc1ncc(Cc2cccc(Cl)c2Cl)c(N)n1,ccc(cc)Cc1cnc(N)nc1N
CCC(C)C(NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(N)=O,CCC(C)C(NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C
CC(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(N)=O,ccc(cc)CC(NC(=O)C(CCCN)NC(=O)C(CC)NC)C(N)=O
C#CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,C=CC1(C)C(=C)CCC2C3CC(C)C(O)(C(N)=O)C3(C)CC(O)C21F
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,COc1ccc(OC)c(Cc(cn)cn)c1
CC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(N)=O,CCC(C)NC(=O)C(CCCCN)NC(C)=O
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,cnc1cncn1C1OC(CO)CC1F
CCN1C(=O)C(=O)c2c(OC)cc(OC)cc2C1=O,COc1cc(OC)c2c(c1)C(=O)NCC2=O
CCN(CC)C(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,CCN1C(=O)C(=O)c2c(C(N)=O)cccc2C1=O
COCc1ccc(O)c2ncccc12,cc1c(CO)ccc(O)c1n
CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,CC1=C(N)CC(Br)=C(N2CC2)C1=O
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,CC(C)(C)C(COc1ccccc1)OC(=O)n1ccnc1
c1ccc(Cn2ncnn2)cc1,nn(n)Cc1ccccc1
CN1C(=O)C(=O)c2ccccc2C1=O,O=C1NCCc2ccccc21
CC(=O)NC(CCCN)C(=O)NC(CC(C)C)C(N)=O,CCC(NC)C(=O)NC(CC(C)C)C(N)=O
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2c1ncn2C1OCCC1O
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C=O
CCCN1C(=O)C(=O)c2ccccc2C1=O,O=C1NC(=O)c2ccccc2C1=O
CS(=O)(=O)N(c1ccccc1[N+](=O)[O-])S(C)(=O)=O,CS(=O)(=O)N(S)c1ccccc1N(=O)O
CC(C)CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O
COCC(O)Cn1c(C)cnc1[N+](=O)[O-],Cc1cnc(N=O)n1CC(C)O
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC(=O)C(C)C)c3ccccc3)C2SC1,CSC1C(NC(=O)C(OC(=O)C(C)C)c2ccccc2)C(=O)N1C
CCN1C(=O)C(=O)c2ccccc2C1=O,cc1cC(=O)N(CC)C(=O)C1=O
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,ccCC(NC(=O)C(CCCCN)NC(C)=O)C(N)=O
COCCN1CCc2cccc(Cl)c2CC1,CN1CCc2cccc(Cl)c2CC1
O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,ccc(cc)N1C(=O)C(=O)c(c)c(c)C1=O
COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,CNP(N)(=O)NC(=O)c1cccc(OC)c1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O,CC12CCCC1C1CCC3=CC(=O)C=CC3(C)C1(F)C(O)C2
CCN1C(=O)C(=O)c2ccc(Cl)cc2C1=O,O=C1NC(=O)c2ccccc2C1=O
CC(O)CNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,CNC(=O)C(F)(F)Cn1cnc(N(=O)O)n1
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(N)=O,CCC(CN)NC(=O)C(Cc1ccccc1)NC(C)=O
Nc1ncnc2c1nc(F)n2C1CCC(CO)O1,cnc1c(c)nc(F)n1C1CCC(C)O1
OCC1CC(F)C(n2cnc3c(Br)ncnc32)O1,cnc1c(c)ncn1C1OC(C)CC1F
CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,CCC(NC(C)=O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O
CC(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(C)=O)C(N)=O
CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C
Oc1ccc(I)c2cccnc12,cc(O)c1ncccc1c
Oc1ccc(F)c2cccnc12,cnc1c(O)cccc1c
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,CN1C(=O)C(=O)c2ccccc2C1=O
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccc([N+](=O)[O-])cc1,CCC1C2CC(C)C(O)(C(=O)NCc3ccc(N(=O)O)cc3)C2(C)CC(O)C1(F)CC
CC1(c2ccccc2)OC(=O)NC1=O,cc(c)C1(C)OC(=O)NC1=O
CN(C)N=Nc1ccc([N+](=O)[O-])cc1,N=Nc1ccc(N(=O)O)cc1
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,CN1CC(=O)c2ccccc2C1=O
COCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,CNC(=O)C(F)(F)Cn1cnc(N(=O)O)n1
CC(=O)c1ccc(O)c2ncccc12,cnc1c(O)ccc(C)c1c
Cc1ccc(C(=O)OCCN(C)C)cc1,CCOC(=O)c1ccc(C)cc1
CCCCN1C(=O)C(=O)c2ccccc2C1=O,CCN1C(=O)Cc2ccccc2C1=O
N#CN=C1NCCN1Cc1cccnc1,ccc(c)CN1CCNC1=NC
COC(C)(C(=O)O)c1ccccc1,ccc(c)C(C)(OC)C(=O)O
Cn1c([N+](=O)[O-])cnc1C(N)=O,Cc1ncc(N(=O)O)n1C
COc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,cc(cn)Cc1cc(Br)c(OC)c(OC)c1
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,Nc1ncc(Cc2cccc(O)c2)c(N)n1
CC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,O=C(NC1C(=O)N2CCCSC12)C(O)c1ccccc1
CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C)C
O=C(CCn1ccnc1[N+](=O)[O-])NCCO,O=C(CCn1ccnc1)NCCO
CCCCc1ccc(C(=O)OCCN(C)C)cc1,CCCCc1ccc(C(=O)OCC)cc1
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,cc1cC(=O)C(=O)N(C(C)CC)C1=O
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCCl,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(C)O
O=C(NCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,O=C(NCCO)C(F)(F)Cn1cncn1
CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,Cc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1
CCN1C(=O)C(=O)c2cc3ccccc3cc2C1=O,ccc1cc2c(cc1c)C(=O)CN(C)C2=O
Nc1nc(Cl)c2ncn(C3OC(CO)CC3F)c2n1,cc1ncn(C2OC(C)CC2F)c1ncN
O=C(Cc1ccccc1)NCCNCC(O)COCc1ccccc1,ccCOCC(O)CNCCNC(=O)Cc1ccccc1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,CCNC(=O)C1(O)C(C)CC2C3CCCC(C)(C)C3(F)C(O)CC21C
N#CCc1ccc(O)c2ncccc12,cc1cc(O)ccc1CC#N
COc1ncnc2c1ncn2C1OC(CO)CC1F,cnc1c(c)ncn1C1OC(CO)CC1F
S=C(NN=Cc1ccc[nH]1)Nc1ccccc1,ccC=NNC(=S)Nc1ccccc1
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF,CC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C
O=[N+]([O-])c1ncn[nH]1,nc(n)N(=O)O
CC(CCC(N)=O)n1nnc2ccccc21,cc1cnnn1C(C)CCC(N)=O
CCOc1ccc(C2(C(=O)OC)CC(F)(F)C2(F)F)cc1,ccc(cc)C1(C(=O)OC)CC(F)(F)C1(F)F
CC(C)(C)C(COc1ccc(S(C)(=O)=O)cc1)OC(=O)n1ccnc1,CC(C)(C)C(COc1ccccc1)OC(=O)n1ccnc1
CCCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCCCCNC(=O)C1(O)C(C)CC2C(CC)C(F)(C(C)C)C(O)CC21C
CN(C)N=Nc1ccc(S(C)(=O)=O)cc1,CS(=O)(=O)c1ccc(N=N)cc1
COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,ccc(cc)C(=O)NP(=O)(N1CC1)N1CC1
CN(C)N=Nc1ccc(C(F)(F)F)cc1,Cc1ccc(N=NN(C)C)cc1
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,CCn1c(N(=O)O)nc(Br)c1Br
COc1cc(S(C)=O)ccc1-c1nc2ccccc2[nH]1,COc1cc(S(C)=O)ccc1-c1nccn1
CCOc1ncnc2c1ncn2C1OC(CO)CC1F,cnc1c(c)ncn1C1OC(CO)CC1F
CCC(C)C(NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(N)=O)C(C)CC
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,CCC1C2CC(C(=O)OC)C(C(=O)CO)C2(C)CC(O)C1(F)C(C)C
COC(=O)c1ccccc1CS(=O)(=O)Nc1nc(OC)cc(OC)n1,ccc(CS(=O)(=O)Nc1nc(OC)cc(OC)n1)c(c)C
COC(O)Cn1c(Br)cnc1[N+](=O)[O-],COC(O)Cn1cncc1Br
CCN1C(=O)C(=O)c2ccc(OC)cc2C1=O,ccc1c(c)C(=O)C(=O)N(CC)C1=O
CN1C=CCC1c1cccnc1,ccc(cn)C(CC)NC
c1ccc(Cn2cnnn2)cc1,ccc(c)Cn1cnnn1
COC(=O)c1ccc2[nH]ccc2c1,OCc1ccc2nccc2c1
C#CCOc1c(Cl)cc(NC=NOCc2ccccc2)cc1Cl,ccc(cc)CON=CNc1cc(Cl)c(O)c(Cl)c1
CC(=O)Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,CCC(O)n1cnc2c(NC(C)=O)ncnc21
OCC1CC(F)C(n2cnc3c(F)ncnc32)O1,cnc1cncn1C1OC(CO)CC1F
CCN1C(=O)C(=O)c2c(C(N)=O)cccc2C1=O,ccc1c(cC)C(=O)C(=O)N(CC)C1=O
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(CO)c1ccccc1,CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
N=c1ccn2c(n1)OC1C(O)C(CCl)OC12,ccn1c(n)OC2C(O)C(C)OC21
Nc1ccccc1S(N)(=O)=O,ccc(cN)S(N)(=O)=O
O=C(NN=Cc1ccc[nH]1)Nc1ccccc1,ccC=NNC(=O)Nc1ccccc1
O=C1CC(Sc2nc3ccccc3s2)N1,cc1csc(SC2CC(=O)N2)n1
NC(COCc1cccnc1)C(=O)O,cc(c)COCC(N)C(=O)O
CCOC(CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)OCC,CCOC(CNC(=O)C1(O)C(C)CC2C(CC)C(F)(CC)C(O)CC21C)OCC
CC(C)(C)NC(=O)C1CN(S(=O)(=O)c2cccc3cccnc23)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,ccS(=O)(=O)N1CCN(CC(O)CC(Cc2ccccc2)C(=O)NC2c3ccccc3CC2O)C(C(=O)NC(C)(C)C)C1
CCN(CC)N=Nc1ccccc1C(N)=O,CNN=Nc1ccccc1C(N)=O
CC(C)(C)NC(=O)C1CN(C(=O)OCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,ccc(cc)CC(CC(O)CN1CCN(C(=O)OCc2ccccc2)CC1C(=O)NC(C)(C)C)C(=O)NC(C)C
COCC(O)Cn1ncc([N+](=O)[O-])n1,CCCn1ncc(N(=O)O)n1
CCCCN(C)N=Nc1ccccc1C(N)=O,ccc(N=NN(C)CCCC)c(c)C
C#CCOc1c(Cl)cc(NC=NOCC=CCl)cc1Cl,ClC=CCON=CNc1cc(Cl)cc(Cl)c1
O=C1CC(Sc2ccncc2)N1,CC(N)Sc1ccncc1
C=CCN(C)N=Nc1ccccc1C(N)=O,CNN=Nc1ccccc1C(N)=O
c1nnn(C23CC4CC(CC(C4)C2)C3)n1,nnC12CC3CC(CC(C3)C1)C2
CCOC(=O)c1ccc(N=NN(C)C)cc1,CCOC(=O)c1ccc(N=N)cc1
CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,CCN1C(=O)C(=O)c2ccc(O)cc2C1=O
Nc1ccc2c(c1)C(=O)N(O)C2=O,Nc1ccc2c(c1)CNC2=O
CCN(C)N=Nc1ccccc1C(N)=O,NN=Nc1ccccc1C(N)=O
C#CCOc1c(Cl)cc(NC=NOc2ccc(C)cc2)cc1Cl,C#CCOc1c(Cl)cc(NC=NOc(c)c)cc1Cl
CCCOC(=O)C(C(=O)OC)=C1SC=CS1,COC(=O)C(C(=O)O)=C1SC=CS1
NC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,CNCCNc1nnc(-c2ccccc2)cc1C(N)=O
C#CCOc1c(Cl)cc(NC=NOC(C)CC)cc1Cl,CCC(C)ON=CNc1cc(Cl)cc(Cl)c1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCO,C=CC1(C)C(=C)CCC2C3CC(C)C(O)(C(N)=O)C3(C)CC(O)C21F
C#CCOc1c(Cl)cc(NC=NOCC=C)cc1Cl,C#CCOc1c(Cl)cc(NC=NO)cc1Cl
CC(=O)OC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1CC(O)C(OC2CC(O)C(O)C(C)O2)C(C)O1,CC(=O)OC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1CC(O)C(O)C(C)O1
O=C(CCn1cnc([N+](=O)[O-])n1)NCCO,NC(=O)CCn1cnc(N(=O)O)n1
C#CCOc1c(Cl)cc(NC=NOc2ccccc2)cc1Cl,C#CCOc1c(Cl)cc(NC=NOcc)cc1Cl
C#CCOc1c(Cl)cc(NCN=O)cc1Cl,C#CCOc1c(Cl)cc(N)cc1Cl
C#CCOc1c(Cl)cc(NC=NOCCCC)cc1Cl,CCOc1c(Cl)cc(NC=NOC)cc1Cl
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OCC1O,C=CC1CCC2(O)C3CCC4(O)CC(OC5CC(O)CCO5)CCC4(C=O)C3CCC12C
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC21,COC1(NC(C)=O)C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc(n)nn)CSC21
CN(C)N=Nc1ccc(S(=O)(=O)CCO)cc1,CN(C)N=Nc1ccc([SH](=O)=O)cc1
CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,Cc1nnc(N2C(=O)N(C)CC2O)s1
CCOC(=O)C(C(=O)OCC)=C1SC=CS1,CCOC(=O)C(C(=O)OC)=C(S)S
C#CCOc1c(Cl)cc(NC=NOCCCl)cc1Cl,Oc1c(Cl)cc(NC=NOCCCl)cc1Cl
CC1NC(=O)C(CC(=O)NC(Cc2cn(C(=O)OCc3ccccc3)c3ccccc23)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)NC1=O,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)O)c2ccccc12)NC(=O)CC1NCCNC1=O
NC(=O)Cc1cccc2cccnc12,Cc1cccc2cccnc12
O=C1C(Br)=C(N2CC2)C(=O)C(Br)=C1N1CC1,O=C1C=C(Br)C(=O)C(N2CC2)=C1Br
CN(C)Cc1ccc(-c2cccc(Nc3[nH]ccc3[N+](=O)[O-])c2)o1,cnc(c)Nc1cccc(-c2ccc(CN(C)C)o2)c1
COCC(O)Cn1cc([N+](=O)[O-])nn1,CCCn1cc(N(=O)O)nn1
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(NC)C(=O)NC(Cc1ccccc1)C(N)=O
C#CCOc1c(Cl)cc(NC=NOC(C)C)cc1Cl,C#CCOc1c(Cl)cc(NC=NO)cc1Cl
C#CCOc1c(Cl)cc(NC=NOCCC)cc1Cl,CCCON=CNc1cc(Cl)c(O)c(Cl)c1
O=C(c1c[nH]c2ccccc12)C(F)(F)F,CC(=O)c1cnc2ccccc12
C#CCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,CCOc1c(Cl)cc(NC=NOC)cc1Cl
C#CCOc1c(Cl)cc(NC=NOCC)cc1Cl,CON=CNc1cc(Cl)c(OC)c(Cl)c1
CCC(C)OC(=O)C(C(=O)OC(C)CC)=C1SC=CS1,CCC(C)OC(=O)C(C(=O)OC)=C(S)SC
CC(=O)OC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,CC(=O)OC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)CC5(C)O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1
NC(=O)c1ccccc1N=NN1CCC1,ccc(N=NN1CCC1)c(c)C
CCOCCN(CCOCC)CC(O)c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12,CCN(CCO)CC(O)c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12
c1ccc(-c2nnn[nH]2)cc1,ccc(c)-c1nnnn1
C#CCOc1c(Cl)cc(NC=NOC)cc1Cl,C#CCOc1c(Cl)cc(NC)cc1Cl
